Freeze,Bill Code,Contract Code,Job,Phase,Name,Shared Saving,Category,Phase Type,Type,Method,Current Cost Budget,Spent/Committed Against Base Contract,Spent/Committed Total,Actual Cost,Spent/Committed (In Scope),Complete %,Pending Internal PCI,Pending Internal PCI Cost To Complete,Pending External PCI Cost To Complete,Cost to Complete,Cost to Complete Override,Projected Cost Forecast,Projected Cost Forecast Override,Cost Variance,Pending CO,Pending CO (Incl. Risk),Projected Cost Budget,Spent/Committed (Pending CO),Cost To Complete (Pending CO),Proj Cost Forecast (Incl. Pending CO),Projected Cost Forecast (Incl Pending CO) Override,Cost Variance (Incl Pending CO),Current Bill Budget,Pending CO,Original Cost<br/> Budget Amount,Original Bill<br/> Budget Amount,Pending CO (Incl. Risk),Projected Bill Budget,Billed To Date,Revenue Forecast,Revenue Forecast Override,Revenue Variance,Adj Rev Forecast,Projected Profit,Current Period Cost,Previous Period Cost,Last Period  Forecast,Cost Forercast /<br>Variance,Current Period  Changes,Previous Period  Changes,Current Period  Commitments,Previous Period  Commitments,Shared Saving Amt,Profit Incl Shared Saving,Pending PCI including Risk (revenue),Pending PCI including Risk (Cost),WIP Projected cost forecast including Risk,WIP Projected cost forecast,WIP Revenue amount,WIP adjusted Revenue amount,Adj Rev Forecast <br/> Variance,Billed Budget Qty,Billed Completed Qty,Billed Remaining Qty,Billed Projected Qty,Input Budget Qty,Input Completed Qty,Input Remaining Qty,Input Projected Qty,Input WM Code,Output Budget Qty,Output Completed Qty,Output Remaining Qty,Output Projected Qty,Output WM Code,Committed Amount,Committed Remaining Amount,Spent Against Commitment Amount,Total Cost to Complete Amt,Notes
Y,IPCRP1-0000-0034-S,IPCRP1,IPCRP1,0000-0034,"CF Wrap Part 2, Reach A-B, backfill & pull sht",N,S,,UNIT,A,0,7563.25,7563.25,7563.25,7563.25,100,0,0,0,0,Y,7563.25,Y,-7563.25,0,0,0,0,0,7563.25,Y,-7563.25,0,0,0,0,0,0,0,0,N,0,0,-7563.25,0,0,7563.25,0,0,0,0,0,0,-7563.25,0,0,7563.25,7563.25,0,0,0,0,0,0,0,0,61.5,-61.5,0,NA,0,470,0,470,LF,7563.25,0,7563.25,0,
Y,IPCRP1-0000-0035-L,IPCRP1,IPCRP1,0000-0035,"CF Wrap Part 2, Reach A/B, temp ramp if nec",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LS,0,0,0,0,"Change PMF (MH) from 468 to 0.00,  Change PMF (Labor) from $73,555.03 to $0.00"
Y,IPCRP1-0000-0035-S,IPCRP1,IPCRP1,0000-0035,"CF Wrap Part 2, Reach A/B, temp ramp if nec",N,S,,UNIT,A,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,LS,0,0,0,0,
Y,IPCRP1-0000-0040-C,IPCRP1,IPCRP1,0000-0040,Assemble & Install Work Platforms for Pier Work,N,C,,UNIT,U,0,42768.78,42768.78,35929.41,42768.78,98.56971432,0,0,0,-6318.02,Y,36450.76,Y,-36450.76,0,0,0,0,0,36450.76,Y,-36450.76,0,0,0,0,0,0,0,0,N,0,0,-36450.76,6318.02,0,36450.76,0,0,0,5272.82,0,0,-36450.76,0,0,36450.76,36450.76,0,0,0,0,0,0,0,0,3562.39,-3562.39,0,LS,0,95.75,53.25,149,EA,42768.78,6839.37,35929.41,-6318.02,"Original quantity from VECP#4 was 142.00. Sumit requested increase to 149.00, to ensure all Phase 2 Piers can be claimed. Quantity in Phase 1 increased due to non-VECP piers requiring platforms/lifelines. RAPID STEEL SUPPLY CORP. How many work platforms are there for Pier Work?"
Y,IPCRP1-0000-0040-L,IPCRP1,IPCRP1,0000-0040,Assemble & Install Work Platforms for Pier Work,N,L,,UNIT,P,0,202258.88,202258.88,202258.88,202258.88,54.78286354,0,0,0,166942.12,Y,369201,Y,-369201,0,0,0,0,0,369201,Y,-369201,0,0,0,0,0,0,0,0,N,0,0,-369201,10552.76,15701.54,369201,0,0,0,0,0,0,-369201,0,0,369201,369201,0,0,0,0,0,2877.15,2877.15,0,1635.5,1241.65,2877.15,HR,0,95.75,53.25,149,EA,0,0,0,166942.12,"Change PMF (MH) from 3,760.00 to 2,840.00,  Change PMF (Labor) from $482,596.00 to $369,200.00 How many work platforms are there for Pier Work?"
Y,IPCRP1-0000-0040-S,IPCRP1,IPCRP1,0000-0040,Assemble & Install Work Platforms for Pier Work,N,S,,UNIT,A,0,2772.4,2772.4,2194.19,2772.4,79.14406291,0,0,0,0,Y,2772.4,Y,-2772.4,0,0,0,0,0,2772.4,Y,-2772.4,0,0,0,0,0,0,0,0,N,0,0,-2772.4,129.13,1048.43,1016.63,-1755.77,0,0,578.21,129.13,0,-2772.4,0,0,2772.4,2772.4,0,0,0,0,0,8,8,0,8,0,8,NA,0,95.75,53.25,149,EA,2772.4,578.21,2194.19,0,
Y,IPCRP1-0000-0041-L,IPCRP1,IPCRP1,0000-0041,Scarify Top of Pier Caps,N,L,,UNIT,P,0,137669.98,137669.98,137669.98,137669.98,58.33473729,0,0,0,98330.02,Y,236000,Y,-236000,0,0,0,0,0,236000,Y,-236000,0,0,0,0,0,0,0,0,N,0,0,-236000,7707.59,13983.21,236000,0,0,0,0,0,0,-236000,0,0,236000,236000,0,0,0,0,0,1971,1971,0,1260,711,1971,HR,0,115,29,144,EA,0,0,0,98330.02,"Updated and Matched Going Forward Labor Rate to Actual Current Labor Rate. 142ea from VECP#4 (58F + 64E = 142Total) Add 2ea more (new F piers in Phase 1, P#73 & #75) for final total of 144ea)."
N,IPCRP1-0000-0041-S,IPCRP1,IPCRP1,0000-0041,Scarify Top of Pier Caps,N,S,,UNIT,A,0,773.52,773.52,516.54,773.52,66.77784673,0,0,0,0,N,773.52,N,-773.52,0,0,0,0,0,773.52,N,-773.52,0,0,0,0,0,0,0,0,N,0,0,-773.52,516.54,0,516.54,-256.98,0,0,256.98,516.54,0,-773.52,0,0,773.52,773.52,0,0,0,0,0,6,6,0,0,6,6,NA,0,115,29,144,EA,773.52,256.98,516.54,0,
Y,IPCRP1-0000-0042-L,IPCRP1,IPCRP1,0000-0042,Form & Pour Concrete for FIXED Pier Cap Resurfacin,N,L,,UNIT,P,0,88237.42,88237.42,88237.42,88237.42,47.6959027,0,0,0,96762.58,Y,185000,Y,-185000,0,0,0,0,0,185000,Y,-185000,0,0,0,0,0,0,0,0,N,0,0,-185000,0,0,185000,0,0,0,0,0,0,-185000,0,0,185000,185000,0,0,0,0,0,1541.98,1541.98,0,757,784.98,1541.98,HR,0,30,33,63,EA,0,0,0,96762.58,
Y,IPCRP1-0000-0042-M,IPCRP1,IPCRP1,0000-0042,Form & Pour Concrete for FIXED Pier Cap Resurfacin,N,M,,UNIT,U,0,49678.28,49678.28,49678.28,49678.28,49.67828,0,0,0,50321.72,Y,100000,Y,-100000,0,0,0,0,0,100000,Y,-100000,0,0,0,0,0,0,0,0,N,0,0,-100000,9990.85,3174.8,36512.63,-63487.37,0,0,0,13165.65,0,-100000,0,0,100000,100000,0,0,0,0,0,2412,2412,0,2412,0,2412,NA,0,30,33,63,EA,49279.3,-398.98,49678.28,50321.72,
Y,IPCRP1-0000-0042-S,IPCRP1,IPCRP1,0000-0042,Form & Pour Concrete for FIXED Pier Cap Resurfacin,N,S,,UNIT,A,0,254.13,254.13,254.13,254.13,100,0,0,0,0,N,254.13,N,-254.13,0,0,0,0,0,254.13,N,-254.13,0,0,0,0,0,0,0,0,N,0,0,-254.13,0,0,254.13,0,0,0,0,0,0,-254.13,0,0,254.13,254.13,0,0,0,0,0,2,2,0,2,0,2,NA,0,30,33,63,EA,254.13,0,254.13,0,
Y,IPCRP1-0000-0043-L,IPCRP1,IPCRP1,0000-0043,Form & Pour Concrete for EXP Pier Cap Resurfacing,N,L,,UNIT,P,0,262192.03,262192.03,262192.03,262192.03,65.5480075,0,0,0,137807.97,Y,400000,Y,-400000,0,0,0,0,0,400000,Y,-400000,0,0,0,0,0,0,0,0,N,0,0,-400000,15934.41,0,504001.44,104001.44,0,0,0,0,0,-400000,0,0,400000,400000,0,0,0,0,0,3267.29,3267.29,0,2154.5,1112.79,3267.29,HR,0,57.8,27.2,85,EA,0,0,0,137807.97,"Change PMF (MH) from 3,760.00 to 2,840.00,  Change PMF (Labor) from $482,596.00 to $369,200.00   Updated and matched Going Forward Rate to Actual Production Rate in October 2023."
Y,IPCRP1-0000-0043-M,IPCRP1,IPCRP1,0000-0043,Form & Pour Concrete for EXP Pier Cap Resurfacing,N,M,,UNIT,U,0,75789.68,75789.68,70328.91,75789.68,74.81798936,0,0,0,18210.32,Y,94000,Y,-94000,0,0,0,0,0,94000,Y,-94000,0,0,0,0,0,0,0,0,N,0,0,-94000,0,12184.38,94000,0,0,0,4294.46,11191.16,0,-94000,0,0,94000,94000,0,0,0,0,0,0,0,0,6430,-6430,0,LS,0,57.8,27.2,85,EA,75789.68,5460.77,70328.91,18210.32,"Cost for small tools & consumables, and equipment will be coded to the respective project general codes. Small Tools - 9000-1240 (Small Tools & Supplies), and Equipment - 2000-1230 (Job Site Bare Equipment) & 2000-
1240 (Job Site Fuel & Maintenance), will place concrete and/or patching material cost here now, but will move at a later date"
N,IPCRP1-0000-0043-S,IPCRP1,IPCRP1,0000-0043,Form & Pour Concrete for EXP Pier Cap Resurfacing,N,S,,UNIT,,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,,,,0,,0,
Y,IPCRP1-0000-0044-C,IPCRP1,IPCRP1,0000-0044,Install & Strip Forms for UHPC Joints,N,C,,UNIT,U,0,86660.77,86660.77,86660.77,86660.77,34.664308,0,0,0,163339.23,Y,250000,Y,-250000,0,0,0,0,0,250000,Y,-250000,0,0,0,0,0,0,0,0,N,0,0,-250000,0,0,250000,0,0,0,0,0,0,-250000,0,0,250000,250000,0,0,0,0,0,0,0,0,14522,-14522,0,NA,0,8061.1,9478.9,17540,LF,62123.92,-24536.85,86660.77,163339.23,
Y,IPCRP1-0000-0044-L,IPCRP1,IPCRP1,0000-0044,Install & Strip Forms for UHPC Joints,N,L,,UNIT,P,0,396430.55,396430.55,396430.55,396430.55,31.67257665,0,0,0,855221.8,Y,1251652.35,Y,-1251652.35,0,0,0,0,0,1251652.35,Y,-1251652.35,0,0,0,0,0,0,0,0,N,0,0,-1251652.35,0,0,1251652.35,0,0,0,0,0,0,-1251652.35,0,0,1251652.35,1251652.35,0,0,0,0,0,9628.38,9628.38,0,3145,6483.38,9628.38,HR,0,8061.1,9478.9,17540,LF,0,0,0,855221.8,"All SIP forms purchased & stored in CME yard, NJ"
Y,IPCRP1-0000-0044-S,IPCRP1,IPCRP1,0000-0044,Install & Strip Forms for UHPC Joints,N,S,,UNIT,A,0,346991.77,346991.77,346991.77,346991.77,99.14050571,0,0,0,3008.23,Y,350000,Y,-350000,0,0,0,0,0,350000,Y,-350000,0,0,0,0,0,0,0,0,N,0,0,-350000,0,0,350000,0,0,0,0,0,0,-350000,0,0,350000,350000,0,0,0,0,0,1,1,0,18,-17,1,NA,0,8061.1,9478.9,17540,LF,346991.77,0,346991.77,3008.23,
Y,IPCRP1-0000-0045-C,IPCRP1,IPCRP1,0000-0045,"PM, UHPC Material w/ Tech Assistance",N,C,,UNIT,U,0,0,0,0,0,0,0,0,0,11900,Y,11900,Y,-11900,0,0,0,0,0,11900,Y,-11900,0,0,0,0,0,0,0,0,N,0,0,-11900,0,0,11900,0,0,0,0,0,0,-11900,0,0,11900,11900,0,0,0,0,0,0,0,0,0,0,0,NA,0,182.45,220.55,403,CY,0,0,0,11900,
Y,IPCRP1-0000-0045-L,IPCRP1,IPCRP1,0000-0045,"PM, UHPC Material w/ Tech Assistance",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,182.45,220.55,403,CY,0,0,0,0,
Y,IPCRP1-0000-0045-M,IPCRP1,IPCRP1,0000-0045,"PM, UHPC Material w/ Tech Assistance",N,M,,UNIT,U,0,1382343.15,1382343.15,649640.48,1382343.15,46.99560163,0,0,0,0,Y,1382343.15,Y,-1382343.15,0,0,0,0,0,1382343.15,Y,-1382343.15,0,0,0,0,0,0,0,0,N,0,0,-1382343.15,0,0,1382343.15,0,0,0,0,0,0,-1382343.15,0,0,1382343.15,1382343.15,0,0,0,0,0,0,0,0,12900.15,-12900.15,0,NA,0,182.45,220.55,403,CY,1382343.15,732702.67,649640.48,0,"ATLAS INDUSTRIES CO., INC. @$52,246.87 ,AUSTER RUBBER COMPANY @$5,835.70 ,HOLCIM (US) INC @$1,361,581.00 ,Grand Total @$1,419,663.57 (GO, 10/3/23) Change PMF (Mat) from $1,419,663.57 to $1,361,343.16 (to match Commitment)"
Y,IPCRP1-0000-0046-C,IPCRP1,IPCRP1,0000-0046,"Prep, Mix, Place & Cure UHPC Joints",N,C,,UNIT,U,0,8803.83,8803.83,8697.76,8803.83,98.79518346,0,0,0,0,Y,8803.83,Y,-8803.83,0,0,0,0,0,8803.83,Y,-8803.83,0,0,0,0,0,0,0,0,N,0,0,-8803.83,0,0,8803.83,0,0,0,0,0,0,-8803.83,0,0,8803.83,8803.83,0,0,0,0,0,880.89,880.89,0,972,-91.11,880.89,NA,0,8061.1,9478.9,17540,LF,8803.83,106.07,8697.76,0,
Y,IPCRP1-0000-0046-L,IPCRP1,IPCRP1,0000-0046,"Prep, Mix, Place & Cure UHPC Joints",N,L,,UNIT,P,0,466764.35,466764.35,466764.35,466764.35,30.57810809,0,0,0,1059701.41,Y,1526465.76,Y,-1526465.76,0,0,0,0,0,1526465.76,Y,-1526465.76,0,0,0,0,0,0,0,0,N,0,0,-1526465.76,0,0,1526465.76,0,0,0,0,0,0,-1526465.76,0,0,1526465.76,1526465.76,0,0,0,0,0,11945.26,11945.26,0,3959,7986.26,11945.26,HR,0,8061.1,9478.9,17540,LF,0,0,0,1059701.41,
Y,IPCRP1-0000-0046-S,IPCRP1,IPCRP1,0000-0046,"Prep, Mix, Place & Cure UHPC Joints",N,S,,UNIT,A,0,4152.1,4152.1,4152.1,4152.1,125.3290109,0,0,0,0,N,3312.96,N,-3312.96,0,0,0,0,0,3312.96,N,-3312.96,0,0,0,0,0,0,0,0,N,0,0,-3312.96,0,0,3312.96,0,0,0,0,0,0,-3312.96,0,0,3312.96,3312.96,0,0,0,0,0,29,29,0,35.5,-6.5,29,NA,0,8061.1,9478.9,17540,LF,4152.1,0,4152.1,0,
Y,IPCRP1-0000-0047-C,IPCRP1,IPCRP1,0000-0047,Set Esplanade PC Barrier,N,C,,UNIT,U,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,155,155,EA,0,0,0,0,
Y,IPCRP1-0000-0047-L,IPCRP1,IPCRP1,0000-0047,Set Esplanade PC Barrier,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,155,155,EA,0,0,0,0,
Y,IPCRP1-0000-0047-S,IPCRP1,IPCRP1,0000-0047,Set Esplanade PC Barrier,N,S,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,155,155,EA,0,0,0,0,
Y,IPCRP1-0000-0048-C,IPCRP1,IPCRP1,0000-0048,Form & Pour Lock Curb Adj to PC Barrier,N,C,,UNIT,U,0,4666.98,4666.98,4666.97,4666.98,99.99978573,0,0,0,0,Y,4666.98,Y,-4666.98,0,0,0,0,0,4666.98,Y,-4666.98,0,0,0,0,0,0,0,0,N,0,0,-4666.98,0,0,4666.98,0,0,0,0,0,0,-4666.98,0,0,4666.98,4666.98,0,0,0,0,0,0,0,0,912,-912,0,NA,0,2423.89,2316.58,4740.47,LF,4666.98,0.01,4666.97,0,
Y,IPCRP1-0000-0048-E,IPCRP1,IPCRP1,0000-0048,Form & Pour Lock Curb Adj to PC Barrier,N,E,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2423.89,2316.58,4740.47,LF,0,0,0,0,
Y,IPCRP1-0000-0048-L,IPCRP1,IPCRP1,0000-0048,Form & Pour Lock Curb Adj to PC Barrier,N,L,,UNIT,P,0,227229.04,227229.04,227229.04,227229.04,43.39876051,0,0,0,296355.13,Y,523584.17,Y,-523584.17,0,0,0,0,0,523584.17,Y,-523584.17,0,0,0,0,0,0,0,0,N,0,0,-523584.17,1107.11,0,523584.17,0,0,0,0,0,0,-523584.17,0,0,523584.17,523584.17,0,0,0,0,0,4055.18,4055.18,0,1908.5,2146.68,4055.18,HR,0,2423.89,2316.58,4740.47,LF,0,0,0,296355.13,"Curb dimensions are 15"" x 15"". Forms = 7,077 SF, Conc = 328 CY. Using 2SF/MH and 1.5MH/CY projects out to be 3,539 + 492 = 4,031 MH.  Sub scope converted to self-perform in Jan-24."
Y,IPCRP1-0000-0048-M,IPCRP1,IPCRP1,0000-0048,Form & Pour Lock Curb Adj to PC Barrier,N,M,,UNIT,U,0,9059.19,9059.19,9041.53,9059.19,90.4153,0,0,0,940.81,Y,10000,Y,-10000,0,0,0,0,0,10000,Y,-10000,0,0,0,0,0,0,0,0,N,0,0,-10000,0,0,10000,0,0,0,0,0,0,-10000,0,0,10000,10000,0,0,0,0,0,0,0,0,841,-841,0,NA,0,2423.89,2316.58,4740.47,LF,9059.19,17.66,9041.53,940.81,
Y,IPCRP1-0000-0048-S,IPCRP1,IPCRP1,0000-0048,Form & Pour Lock Curb Adj to PC Barrier,N,S,,UNIT,P,0,129.1,129.1,129.1,129.1,12.91,0,0,0,870.9,Y,1000,Y,-1000,0,0,0,0,0,1000,Y,-1000,0,0,0,0,0,0,0,0,N,0,0,-1000,0,0,1000,0,0,0,0,0,0,-1000,0,0,1000,1000,0,0,0,0,0,0,0,0,1,-1,0,LF,0,2423.89,2316.58,4740.47,LF,129.1,0,129.1,870.9,
Y,IPCRP1-0000-0060-L,IPCRP1,IPCRP1,0000-0060,"Rem Roadway Excavate to Subgrade, VECP-06",N,L,,UNIT,P,0,39575.98,39575.98,39575.98,39575.98,100,0,0,0,0,Y,39575.98,Y,-39575.98,0,0,0,0,0,39575.98,Y,-39575.98,0,0,0,0,0,0,0,0,N,0,0,-39575.98,0,0,39575.98,0,0,0,0,0,0,-39575.98,0,0,39575.98,39575.98,0,0,0,0,0,293,293,0,293,0,293,HR,0,1,0,1,LS,0,0,0,0,
Y,IPCRP1-0000-0060-S,IPCRP1,IPCRP1,0000-0060,"Rem Roadway Excavate to Subgrade, VECP-06",N,S,,UNIT,A,0,1168.52,1168.52,1168.52,1168.52,100,0,0,0,0,N,1168.52,N,-1168.52,0,0,0,0,0,1168.52,N,-1168.52,0,0,0,0,0,0,0,0,N,0,0,-1168.52,0,0,1168.52,0,0,0,0,0,0,-1168.52,0,0,1168.52,1168.52,0,0,0,0,0,10,10,0,10,0,10,NA,0,1,0,1,LS,1168.52,0,1168.52,0,
Y,IPCRP1-0000-0061-C,IPCRP1,IPCRP1,0000-0061,"Perform Load Test (Lat, Comp, Ten), VECP-06",N,C,,UNIT,U,0,9446.66,9446.66,9446.66,9446.66,100,0,0,0,0,Y,9446.66,Y,-9446.66,0,0,0,0,0,9446.66,Y,-9446.66,0,0,0,0,0,0,0,0,N,0,0,-9446.66,0,0,9446.66,0,0,0,0,0,0,-9446.66,0,0,9446.66,9446.66,0,0,0,0,0,0,0,0,22.25,-22.25,0,NA,0,3,0,3,EA,5719.56,-3727.1,9446.66,0,
Y,IPCRP1-0000-0061-L,IPCRP1,IPCRP1,0000-0061,"Perform Load Test (Lat, Comp, Ten), VECP-06",N,L,,UNIT,P,0,44705.01,44705.01,44705.01,44705.01,100,0,0,0,0,Y,44705.01,Y,-44705.01,0,0,0,0,0,44705.01,Y,-44705.01,0,0,0,0,0,0,0,0,N,0,0,-44705.01,0,0,44705.01,0,0,0,0,0,0,-44705.01,0,0,44705.01,44705.01,0,0,0,0,0,326,326,0,326,0,326,HR,0,3,0,3,EA,0,0,0,0,
Y,IPCRP1-0000-0062-C,IPCRP1,IPCRP1,0000-0062,"Furn 12.75inx0.50in Steel Pipe Piles, VECP06",N,C,,UNIT,U,0,39467.93,39467.93,39453.12,39467.93,100,0,0,0,-14.81,Y,39453.12,Y,-39453.12,0,0,0,0,0,39453.12,Y,-39453.12,0,0,0,0,0,0,0,0,N,0,0,-39453.12,0,0,39453.12,0,0,0,0,0,0,-39453.12,0,0,39453.12,39453.12,0,0,0,0,0,715,715,0,715,0,715,NA,0,76,0,76,EA,39467.93,14.81,39453.12,-14.81,
Y,IPCRP1-0000-0062-L,IPCRP1,IPCRP1,0000-0062,"Furn 12.75inx0.50in Steel Pipe Piles, VECP06",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,76,0,76,EA,0,0,0,0,
Y,IPCRP1-0000-0062-M,IPCRP1,IPCRP1,0000-0062,"Furn 12.75inx0.50in Steel Pipe Piles, VECP06",N,M,,UNIT,U,0,400749.66,400749.66,400749.66,400749.66,100,0,0,0,0,Y,400749.66,Y,-400749.66,0,0,0,0,0,400749.66,Y,-400749.66,0,0,0,0,0,0,0,0,N,0,0,-400749.66,0,0,400749.66,0,0,0,0,0,0,-400749.66,0,0,400749.66,400749.66,0,0,0,0,0,0,0,0,16148.85,-16148.85,0,NA,0,76,0,76,EA,399831.42,-3205.6,403037.02,0,"As per Rob D (12/6) $45,189.64 of this mat code belongs to 0000-0110 (VECP#12)  & 0000-0112 (VCP#11), $32,097.95 belongs o 0000-0120 (VECP#14) & $13,600.83 belongs to 0348-1000 (JG/MP Sub AP&F)"
Y,IPCRP1-0000-0063-C,IPCRP1,IPCRP1,0000-0063,"Install 12.75in x 0.5in Steel Pipe Piles, VECP-06",N,C,,UNIT,U,0,68013.29,68013.29,55829.62,68013.29,100,0,0,0,-12183.67,Y,55829.62,Y,-55829.62,0,0,0,0,0,55829.62,Y,-55829.62,0,0,0,0,0,0,0,0,N,0,0,-55829.62,0,0,55829.62,0,0,0,0,0,0,-55829.62,0,0,55829.62,55829.62,0,0,0,0,0,0,0,0,647,-647,0,NA,0,76,0,76,EA,55132.28,12183.67,42948.61,-12183.67,
Y,IPCRP1-0000-0063-L,IPCRP1,IPCRP1,0000-0063,"Install 12.75in x 0.5in Steel Pipe Piles, VECP-06",N,L,,UNIT,P,0,594821.41,594821.41,594821.41,594821.41,100,0,0,0,0,Y,594821.41,Y,-594821.41,0,0,0,0,0,594821.41,Y,-594821.41,0,0,0,0,0,0,0,0,N,0,0,-594821.41,0,0,594821.41,0,0,0,0,0,0,-594821.41,0,0,594821.41,594821.41,0,0,0,0,0,4143.5,4143.5,0,4143.5,0,4143.5,HR,0,76,0,76,EA,0,0,0,0,76 piles are complete except for anchor plate and nuts. (Lloyd's email on 6/27/24). As per Lloyd (9/18) 9 man days remain (max) for final cut & inst plates/nuts
Y,IPCRP1-0000-0063-S,IPCRP1,IPCRP1,0000-0063,"Install 12.75in x 0.5in Steel Pipe Piles, VECP-06",N,S,,UNIT,A,0,7781.9,7781.9,7781.9,7781.9,100,0,0,0,0,Y,7781.9,Y,-7781.9,0,0,0,0,0,7781.9,Y,-7781.9,0,0,0,0,0,0,0,0,N,0,0,-7781.9,0,0,7781.9,0,0,0,0,0,0,-7781.9,0,0,7781.9,7781.9,0,0,0,0,0,0,0,0,68.5,-68.5,0,NA,0,76,0,76,EA,7781.9,0,7781.9,0,
Y,IPCRP1-0000-0064-L,IPCRP1,IPCRP1,0000-0064,"Furn Steel Sheeting, VECP-06",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0.01,HR,0,4028,0,4028,SF,0,0,0,0,
Y,IPCRP1-0000-0064-M,IPCRP1,IPCRP1,0000-0064,"Furn Steel Sheeting, VECP-06",N,M,,UNIT,U,0,101559.81,101559.81,101559.81,101559.81,100,0,0,0,0,Y,101559.81,Y,-101559.81,0,0,0,0,0,101559.81,Y,-101559.81,0,0,0,0,0,0,0,0,N,0,0,-101559.81,0,0,101559.81,0,0,0,0,0,0,-101559.81,0,0,101559.81,101559.81,0,0,0,0,0,0,0,0,0,0,0,NA,0,4028,0,4028,SF,98741.05,-2818.76,101559.81,0,"Skyline ($89,845.95), GMS Piling ($8,895.10) Change PMF (Mat) from $115,371.00 to $89,845.95 (matching Commitment)"
Y,IPCRP1-0000-0065-L,IPCRP1,IPCRP1,0000-0065,"Install Steel Sheeting, VECP-06",N,L,,UNIT,P,0,78636.34,78636.34,78636.34,78636.34,100,0,0,0,0,Y,78636.34,Y,-78636.34,0,0,0,0,0,78636.34,Y,-78636.34,0,0,0,0,0,0,0,0,N,0,0,-78636.34,0,0,78636.34,0,0,0,0,0,0,-78636.34,0,0,78636.34,78636.34,0,0,0,0,0,546,546,0,546,0,546,HR,0,4857,0,4857,LF,0,0,0,0,
Y,IPCRP1-0000-0065-S,IPCRP1,IPCRP1,0000-0065,"Install Steel Sheeting, VECP-06",N,S,,UNIT,A,0,701.11,701.11,701.11,701.11,100,0,0,0,0,N,701.11,N,-701.11,0,0,0,0,0,701.11,N,-701.11,0,0,0,0,0,0,0,0,N,0,0,-701.11,0,0,701.11,0,0,0,0,0,0,-701.11,0,0,701.11,701.11,0,0,0,0,0,6,6,0,6,0,6,NA,0,4857,0,4857,LF,701.11,0,701.11,0,
Y,IPCRP1-0000-0066-L,IPCRP1,IPCRP1,0000-0066,"Furn & Install Jet Grout, VECP-06",N,L,,UNIT,P,0,3323.72,3323.72,3323.72,3323.72,100,0,0,0,0,Y,3323.72,Y,-3323.72,0,0,0,0,0,3323.72,Y,-3323.72,0,0,0,0,0,0,0,0,N,0,0,-3323.72,0,0,3323.72,0,0,0,0,0,0,-3323.72,0,0,3323.72,3323.72,0,0,0,0,0,23.5,23.5,0,23.5,0,23.5,HR,0,235,0,235,CY,0,0,0,0,
